;wfood;totexp;age;size;town;sex
7706;0.365914011753789;77592;77;1;2;woman
7707;0.170877231472163;1258026;41;4;2;man
7708;0.898988793147184;749006;67;2;2;man
7709;0.496773058999385;682380;46;5;2;man
7710;0.641317643976976;427551;30;6;2;woman
7711;0.198856584225079;626019;73;2;2;man
7712;0.46929256580983;174518;68;1;2;woman
7713;0.60013220179965;562776;34;6;2;man
7714;0.499137123972162;177314;72;1;2;woman
7715;0.232565964725346;570608;56;3;2;man
7716;0.24536200638594;1465720;45;7;2;woman
7717;0.349998245280266;541397;60;2;2;woman
7718;0.266814745606844;1701795;52;5;2;man
7719;0.299575352500278;746737;38;4;2;man
7720;0.246552139600555;1564521;55;5;2;man
7721;0.379979967356006;824654;33;6;2;man
7722;0.363208852005532;968820;57;6;2;man
7723;0.163197341668158;1089405;65;2;2;man
7724;0.567476293707325;406854;59;2;2;woman
7725;0.454341068283458;246414;40;2;2;man
7726;0.505679080333173;377702;48;5;2;woman
7727;0.385203428302794;570078;75;3;2;man
7728;0.36538648382306;576376;61;2;2;man
7729;0.206035831164812;3693377;52;2;2;woman
7730;0.190779998333591;1092169;44;2;2;man
7731;0.283171211695249;1067100;34;4;2;man
7732;0.502357797948361;296251;72;2;2;man
7733;0.430551304151697;993136;55;4;2;man
7734;0.299659823649872;945392;29;4;2;man
7735;0.336799984515693;1963278;37;5;2;man
7736;0.299042715104619;703030;48;4;2;man
7737;0.254201205826233;1141458;39;4;2;man
7738;0.35374149659864;290325;60;1;2;man
7739;0.227533740726456;1345629;46;6;2;man
7740;0.464013825243355;732573;36;7;2;man
7741;0.431320207823751;1047426;59;3;2;man
7742;0.539495009809776;187568;75;1;2;woman
7743;0.537981144881001;350674;42;5;2;man
7744;0.279713114754098;1331264;42;5;2;woman
7745;0.194181827568896;1472043;58;2;2;man
7746;0.383052456825254;661382;36;5;2;man
7747;0.196842185179773;1224961;58;2;2;man
7748;0.308743001292069;487590;70;2;2;woman
7749;0.386966013421195;396686;63;6;2;man
7750;0.627771167847358;274839;78;2;2;woman
7751;0.458545688454714;565876;56;2;2;man
7752;0.242541233663079;3241890;46;6;3;woman
7753;0.385421412300683;285350;77;1;3;woman
7754;0.261270210436027;589918;33;2;3;man
7755;0.110118425188376;1635294;53;3;3;man
7756;0.491093169293861;202878;66;2;3;man
7757;0.498957777050423;116098;75;2;3;man
7758;0.273748045227067;638821;54;4;3;man
7759;0.138042090440208;1484185;54;4;3;man
7760;0.284231642140713;1365900;50;5;3;man
7761;0.14491115080433;3322146;52;8;3;man
7762;0.170064283375365;1740730;50;3;3;man
7763;0.137515619229954;2921879;30;3;3;man
7764;0.505165443172549;791994;51;3;3;man
7765;0.421941686508828;578734;68;2;3;man
7766;0.141444659207542;1676783;48;5;3;man
7767;0.407939176511205;532952;58;2;3;man
7768;0.331011403524726;549830;70;2;3;woman
7769;0.364025838478601;841226;59;3;3;man
7770;0.377150260473193;589696;68;2;3;man
7771;0.751704254573869;148452;67;1;3;woman
7772;0.27103123158515;678800;24;3;3;man
7773;0.152538221760428;1077920;61;4;3;man
7774;0.329269658443468;991139;41;6;3;man
7775;0.484728211852008;730661;59;1;3;woman
7776;0.252093921240169;422652;53;5;3;man
7777;0.311902840884963;1789724;24;2;3;man
7778;0.167664670658683;1194050;54;5;3;man
7779;0.432919851217506;956833;42;8;3;man
7780;0.508592564403625;861908;36;10;3;man
7781;0.184864520297942;916152;25;2;3;man
7782;0.20558983515199;1154882;36;3;3;man
7783;0.153116441807714;1607378;42;4;3;man
7784;0.326115758537962;2237917;51;7;3;man
7785;0.662654590316854;332330;73;2;3;man
7786;0.276386037828294;1894032;48;5;3;man
7787;0.44469230320813;1029260;74;2;3;man
7788;0.383073884585124;1676439;35;4;3;man
7789;0.430507657256175;738254;62;3;3;man
7790;0.459599550329657;329130;79;1;3;man
7791;0.211305695643774;2934857;39;3;3;man
7792;0.462184607515097;473101;48;2;1;man
7793;0.18794582989681;2064829;42;5;1;man
7794;0.519056261343013;449616;43;2;1;man
7795;0.342009515813042;893250;34;3;1;man
7796;0.357840076696588;586206;64;2;1;man
7797;0.300353584450871;1304356;27;3;1;man
7798;0.0979486785072708;1456232;65;2;4;man
7799;0.101073446370546;1318091;49;2;4;man
7800;0.442216050916871;555258;32;2;4;man
7801;0.166425576060433;1779414;56;4;4;man
7802;0.148776245343071;3242480;48;8;4;man
7803;0.156032863477846;1136094;56;3;4;man
7804;0.19172755220186;2003760;36;4;4;man
7805;0.265735127566035;941238;33;4;4;man
7806;0.118506163168177;1896914;47;3;4;man
7807;0.291788677190692;1146076;42;5;4;man
7808;0.233855930397943;1971436;48;6;4;man
7809;0.223247282883084;841793;32;3;4;man
7810;0.266218413091697;2515243;42;4;4;man
7811;0.0740485743310253;1658695;27;3;4;man
7812;0.238562732332174;708845;61;2;4;man
7813;0.168574796699235;400392;65;2;4;man
7814;0.560782362397612;104504;64;1;4;woman
7815;0.363112391930836;514254;70;2;4;man
7816;0.274271765308458;183526;84;1;4;man
7817;0.215935711871882;2095068;60;7;4;man
7818;0.124193500134624;802232;75;1;4;woman
7819;0.247456299451505;2379604;57;6;4;man
7820;0.191825033698479;684749;23;2;4;woman
7821;0.432943982130711;238174;72;2;4;man
7822;0.591939036525658;804941;47;8;4;man
7823;0.529434918376451;1028931;44;8;4;man
7824;0.603986093507356;644591;44;6;4;man
7825;0.461821782178218;707000;25;4;4;man
7826;0.385492331269234;1524959;53;9;4;man
7827;0.569574562636605;441052;34;9;4;man
7828;0.519863332187696;98926;73;1;4;woman
7829;0.302832988857636;257396;22;4;4;man
7830;0.48693081239878;424816;60;4;4;man
7831;0.255184633836177;1327384;64;2;4;man
7832;0.130192555472884;3196066;50;8;4;man
7833;0.0873623739775537;1314250;65;2;4;man
7834;0.250005763369865;867548;34;3;4;man
7835;0.37098118179232;495637;70;2;4;man
7836;0.0384657673277794;1537055;35;2;4;man
7837;0.452103202326602;492392;49;2;4;man
7838;0.623858351002429;621141;37;4;4;man
7839;0.537919441391349;804284;60;2;4;man
7840;0.457594224275123;1339676;30;4;4;man
7841;0.304621704391527;1630048;46;6;4;man
7842;0.294059453259415;836960;47;4;4;man
7843;0.378469489928814;876858;27;4;4;man
7844;0.357830444734942;912611;59;2;4;man
7845;0.185819680519505;2149740;49;5;4;man
7846;0.239707443054386;765116;38;4;4;man
7847;0.388483508997953;540234;64;2;4;man
7848;0.191249010322523;1004115;25;3;4;man
7849;0.109052203080054;1925940;27;3;4;man
7850;0.314700182730681;1338582;44;5;4;man
7851;0.454411790446518;914096;35;6;4;man
7852;0.433244599160438;390680;51;4;4;woman
7853;0.179527740892558;1732100;62;4;4;man
7854;0.449443456604841;735612;47;3;4;man
7855;0.101820658453231;986676;40;4;4;man
7856;0.486414182508568;324456;68;3;4;man
7857;0.302392897936758;691630;28;4;4;man
7858;0.346228000883521;1068452;23;6;4;man
7859;0.20297782622602;612796;32;4;4;man
7860;0.0810499385209723;957237;25;2;4;man
7861;0.295657671184164;253090;68;1;4;woman
7862;0.315243558190746;818326;32;4;4;man
7863;0.245148532839765;2465852;42;4;4;man
7864;0.310554884603644;753490;66;3;4;man
7865;0.474087439955134;820220;37;6;4;man
7866;0.213581599123768;255640;59;1;4;woman
7867;0.289441091991884;1480011;40;5;4;man
7868;0.318458851360812;949837;36;5;4;man
7869;0.280213005828876;1667560;53;4;4;man
7870;0.265159098229779;1154884;44;5;4;man
7871;0.115200022685543;846354;28;2;4;man
7872;0.296205134997415;1087206;49;4;4;man
7873;0.365836630207121;893776;28;3;4;man
7874;0.25021841597187;1483408;64;4;4;man
7875;0.173727202845051;1183810;33;4;4;man
7876;0.131861465466164;1272578;60;3;4;man
7877;0.154648889307672;679216;61;1;4;man
7878;0.198701135889142;1013039;56;3;4;man
7879;0.317449657897554;821976;57;3;4;man
7880;0.175720303406506;1393510;54;2;4;man
7881;0.186670095461827;575518;70;1;4;woman
7882;0.233302576877087;1245267;32;4;4;man
7883;0.125562474245394;1574961;72;4;4;man
7884;0.302885969028625;511440;53;1;4;woman
7885;0.431645785738095;737994;35;5;4;man
7886;0.343929957173687;1073172;46;6;4;man
7887;0.236314247559855;1162943;30;4;4;man
7888;0.369785909408551;1023165;59;3;4;man
7889;0.354323510432351;966992;45;4;4;man
7890;0.506896082257678;771235;30;5;4;man
7891;0.640452333671876;131938;86;1;4;woman
7892;0.309856075063613;804864;53;2;4;woman
7893;0.217040977416762;1316286;25;5;4;man
7894;0.132593231515071;2303647;65;2;4;man
7895;0.158889567016241;1001123;36;4;4;man
7896;0.21216358460676;2377901;59;7;4;man
7897;0.0475304893477051;6007344;34;5;4;man
7898;0.230642268404728;1174182;62;3;4;man
7899;0.228969597464637;1118262;69;2;4;man
7900;0.170203954860752;2511340;65;3;4;man
7901;0.219001024274423;1362916;50;4;4;man
7902;0.349575908424618;957812;43;4;4;man
7903;0.247198390939257;1196723;70;2;4;man
7904;0.32399760994429;1158132;33;5;4;man
7905;0.364423086838605;484865;69;1;4;woman
7906;0.120149029863221;1746764;31;4;4;man
7907;0.245505055633731;1378660;27;5;4;man
7908;0.268844979441128;1020484;51;4;4;man
7909;0.249338590838071;2053192;31;5;4;man
7910;0.554168942526942;576705;70;2;4;man
7911;0.299747411554944;1023008;48;4;4;man
7912;0.380787466720409;754216;47;4;4;man
7913;0.24275029601174;1016007;48;4;4;man
7914;0.3144672977121;785786;51;3;4;man
7915;0.478357693391329;518198;50;4;4;woman
7916;0.297724767186124;722036;55;3;4;man
7917;0.238041031257433;903945;28;4;4;man
7918;0.152173546562862;1305010;67;3;4;man
7919;0.409371736330976;1397009;60;2;4;man
7920;0.47458404726459;854424;48;6;1;man
7921;0.100333321056315;2172080;38;3;1;man
7922;0.128619399047861;1611110;39;5;2;man
7923;0.310347641009728;1556577;35;4;2;man
7924;0.338504405976803;861330;35;2;2;man
7925;0.219433466122912;1270180;19;5;2;man
7926;0.16624710502467;198620;82;1;2;woman
7927;0.119143369093694;1137386;30;3;2;man
7928;0.381186931097178;691902;40;5;2;man
7929;0.354049180724641;1322144;38;7;1;man
7930;0.325295688817108;1026586;46;6;1;man
7931;0.28154956602616;2047128;24;7;1;man
7932;0.439444082389928;471077;36;4;1;man
7933;0.374671951836524;549462;29;3;1;man
7934;0.333302751528395;1678558;61;5;1;man
7935;0.368294287594039;873975;45;6;1;man
7936;0.364709191877446;575878;50;5;1;man
7937;0.645339547654344;693452;82;6;1;man
7938;0.357253810899554;1272731;38;3;3;man
7939;0.371160924688882;410776;58;2;3;man
7940;0.269350570876265;1122047;51;3;3;man
7941;0.353810803404135;806431;32;3;3;man
7942;0.156338910300395;935634;53;3;3;man
7943;0.415501644250097;422381;56;1;3;woman
7944;0.227469672213608;576534;42;2;3;man
7945;0.371590249564713;385952;75;2;3;woman
7946;0.283395553267006;1087540;44;4;3;man
7947;0.278346920596727;605101;53;3;3;man
7948;0.0776784575050737;830758;39;1;3;man
7949;0.226077683442025;609525;71;2;3;man
7950;0.573589870087157;158106;76;2;3;man
7951;0.557108133374883;641800;52;4;3;man
7952;0.346548080865424;412191;73;2;3;man
7953;0.476726191511189;230044;67;2;3;man
7954;0.211228656869996;1617148;60;2;3;man
7955;0.414332535348975;307859;73;2;3;man
7956;0.254078701664485;805955;46;3;3;man
7957;0.237899336916405;897926;54;3;3;man
7958;0.0276465258381196;267086;49;1;3;man
7959;0.350622460284468;502763;54;4;3;man
7960;0.263114382152381;643492;55;2;3;man
7961;0.425010817063587;566235;36;4;3;man
7962;0.172759096412114;1811401;60;3;3;man
7963;0.390456053809205;1096318;55;4;3;man
7964;0.386583951789576;857242;19;2;3;man
7965;0.314063454396102;569732;62;2;3;man
7966;0.128964902232308;1793077;48;5;3;man
7967;0.314198207736227;528940;55;3;3;man
7968;0.235312693420238;316668;72;1;3;woman
7969;0.444313574391794;957693;32;5;3;man
7970;0.256740366049332;735420;51;2;3;man
7971;0.272773526538587;196544;76;1;3;woman
7972;0.157392059533936;1789366;50;5;3;man
7973;0.255204174631211;247974;70;1;3;woman
7974;0.699364288534052;440766;83;3;3;man
7975;0.266010309303524;819066;46;4;3;man
7976;0.255402064072242;1934816;39;6;3;man
7977;0.463309870682599;610900;53;3;3;man
7978;0.34193810013054;697869;50;4;3;man
7979;0.0150425965835949;207411;83;1;3;man
7980;0.252392638476392;1395635;58;3;3;man
7981;0.346552625549988;340462;72;2;3;man
7982;0.370518711571587;1449611;43;4;3;man
7983;0.228824940654305;1028297;58;3;3;man
7984;0.143985901356178;342728;75;1;3;woman
7985;0.331608365156716;994028;51;4;3;man
7986;0.265308934672692;1132084;64;2;3;man
7987;0.445809404728356;730994;33;5;3;man
7988;0.44264998363586;635536;44;3;3;woman
7989;0.293446261182075;1564893;49;4;3;man
7990;0.311556958959708;1077697;51;4;3;woman
7991;0.495571968257793;1294932;38;5;3;man
7992;0.248493390808789;1508354;38;4;3;woman
7993;0.175148336903267;3168126;46;5;3;man
7994;0.700285471485927;393034;44;2;3;man
7995;0.254000749668798;1357933;54;4;3;man
7996;0.430470242477265;865277;34;4;3;man
7997;0.308957286666791;856688;46;4;3;man
7998;0.445119560672937;691239;78;2;3;man
7999;0.440550247097279;669372;39;4;3;man
8000;0.394693187468921;502750;42;3;3;man
8001;0.263854176617196;1151530;35;4;3;man
8002;0.368985764982016;624165;27;4;3;woman
8003;0.600170434261893;347348;31;5;3;man
8004;0.610321404148621;438700;71;2;3;man
8005;0.330425715599108;356764;58;4;1;man
8006;0.231272240639922;1709708;59;3;1;man
8007;0.332464897662154;634858;37;4;1;man
8008;0.374777561054877;1883101;38;5;1;man
8009;0.154636019510401;2783336;65;6;1;man
8010;0.209278318347054;1538296;67;3;1;man
8011;0.393828504326837;827741;44;11;1;man
8012;0.350020978260306;1544456;56;5;2;man
8013;0.492192495901202;795965;60;2;2;man
8014;0.136149763278929;2190764;61;3;2;man
8015;0.372163575913221;549812;43;2;2;man
8016;0.367608720939515;876878;40;3;2;man
8017;0.521747234477376;600881;56;3;2;man
8018;0.545637735864735;962734;58;2;2;man
8019;0.741359010526561;171566;78;2;2;woman
8020;0.162186161867728;1545064;50;5;3;man
8021;0.129033047660718;653662;36;3;3;man
8022;0.120306788649665;1514528;30;5;3;man
8023;0.224049897726732;1616747;43;5;3;man
8024;0.231227047173629;2597447;49;8;3;man
8025;0.290297358490566;1325000;43;5;3;man
8026;0.31399268191568;1165059;46;4;3;man
8027;0.421134160221456;1185247;56;3;3;man
8028;0.486717140280348;2154393;43;5;3;man
8029;0.607388172957989;227986;77;1;3;woman
8030;0.546142197653562;544144;74;2;3;man
8031;0.439970336048443;978966;32;3;3;man
8032;0.116129796463876;1789756;60;2;2;man
8033;0.358542447308819;577516;44;6;2;man
8034;0.289511043820891;1430619;59;3;2;man
8035;0.336578513676433;904110;52;3;2;man
8036;0.414070279757854;1116680;52;5;2;man
8037;0.438718845515408;816295;31;6;1;man
8038;0.206816967489622;1265196;48;5;1;man
8039;0.33132982902511;822226;56;3;1;man
8040;0.325302513616042;938966;42;6;1;man
8041;0.468163166787352;414300;65;2;1;man
8042;0.355296624344452;971515;50;4;1;man
8043;0.377061288162736;289746;81;2;2;man
8044;0.297272803911651;189792;63;1;2;woman
8045;0.296953427506095;892544;40;5;2;man
8046;0.292030593090181;193377;63;2;2;man
8047;0.33075686800481;691904;55;3;2;man
8048;0.76681999094354;167836;54;4;2;man
8049;0.34973583658885;653762;34;5;2;man
8050;0.479001513732071;797367;51;5;2;man
8051;0.584780982782417;778158;55;3;2;man
8052;0.172460095508284;990490;57;2;2;man
8053;0.373310172398756;550352;42;4;2;man
8054;0.260672988889015;530826;74;2;2;man
8055;0.253841888466413;1110912;61;2;2;man
8056;0.27849676938129;825848;47;4;2;man
8057;0.355194408093815;1262396;38;6;2;man
8058;0.253005678728167;790670;31;4;2;man
8059;0.514241513350501;612786;61;2;2;man
8060;0.648640004782401;1338240;52;3;1;man
8061;0.333376335448417;1503802;55;4;1;man
8062;0.560039697510914;1076138;51;5;1;man
8063;0.586119907680747;335358;70;2;1;man
8064;0.316754382085416;678330;54;3;1;man
8065;0.595290601027893;1311420;58;4;1;man
8066;0.51613233085944;743228;46;3;1;man
8067;0.429413773654225;1546024;28;7;1;man
8068;0.323831615178714;588034;53;3;1;man
8069;0.459921052890626;406348;38;8;1;man
8070;0.0662002734831709;3551224;43;6;1;man
8071;0.360186028251731;1507943;27;4;1;man
8072;0.245437317669631;1017384;31;4;1;man
8073;0.235421935954045;1492928;48;4;2;man
8074;0.495796469636243;631493;60;6;2;man
8075;0.226540839276957;1241807;46;6;2;man
8076;0.517712759267897;628163;51;4;2;man
8077;0.89008599140086;320032;60;2;2;man
8078;0.833353785740582;423748;35;5;2;man
8079;0.486982225805213;520980;56;4;2;man
8080;0.233552569658044;531238;51;5;2;man
8081;0.589716966413635;185879;75;2;2;man
8082;0.50457003488977;209517;77;2;2;woman
8083;0.49447660395562;165840;65;1;2;woman
8084;0.508141245708681;407800;42;8;2;man
8085;0.290799168713395;1005670;32;4;2;man
8086;0.494299945497487;528416;57;3;2;man
8087;0.294373078913294;838718;68;4;2;man
8088;0.368567629274657;318856;64;2;2;man
8089;0.688417187130517;287564;32;5;2;man
8090;0.539473684210526;47424;78;2;2;man
8091;0.232304154230073;1021850;62;6;2;man
8092;0.73085452085745;286804;41;4;2;man
8093;0.618636171383323;628906;57;4;2;man
8094;0.566612526991329;530726;54;5;2;man
8095;0.310178384050367;619450;37;4;2;man
8096;0.324633232125104;1190944;44;7;3;man
8097;0.602516059957173;194272;82;2;3;man
8098;0.218413770069423;670672;57;3;3;man
8099;0.587773740232177;186582;49;7;3;man
8100;0.493243133394149;553585;29;6;3;man
8101;0.433865814696486;406900;67;2;3;man
8102;0.27355538764539;807310;54;3;3;man
8103;0.578019157888454;134044;72;1;3;woman
8104;0.956960522410211;101070;97;3;3;woman
8105;0.354345656300761;1328522;54;5;3;man
8106;0.221614061521537;1470737;57;6;3;man
8107;0.47870461177642;666858;49;3;3;man
8108;0.251406261753674;2153582;38;6;3;man
8109;0.636428778505281;365634;71;2;3;man
8110;0.32422200049691;1521402;63;3;3;man
8111;0.323839260890951;467590;58;2;2;man
8112;0.208892718150076;749782;63;3;2;man
8113;0.331241583306018;1266085;46;5;2;man
8114;0.36487212390701;536144;28;4;2;man
8115;0.185548919780703;2760458;64;9;2;man
8116;0.67230898718788;171088;67;1;2;woman
8117;0.436119141596152;454518;34;6;2;man
8118;0.211051892652609;594034;68;7;2;man
8119;0.314611361311112;836664;36;5;2;man
8120;0.217977947639613;733799;52;3;2;woman
